lat,lon,addr,sqft,assessed,market,subsidy,change,county
36.80259,-118.19406,"244 Rosedale Dr, Independence",10223,320291,320291,0,-961,Inyo
37.35943,-118.39239,"212 Clarke St, Bishop",3848,324105,605747,3323,1506,Inyo
36.80282,-118.19345,"223 Valley View Dr, Independence",6816,318586,318586,0,-956,Inyo
36.80269,-118.19345,"227 Valley View Dr, Independence",6816,390989,390989,0,-1173,Inyo
37.35925,-118.39239,"324 Sneden St, Bishop",3848,30603,605747,6787,4969,Inyo
36.60771,-118.06045,"211 N Hay St, Lone Pine",7508,157595,379322,2616,1478,Inyo
36.80178,-118.19355,"550 Sierra St, Independence",12474,180637,316130,1599,650,Inyo
37.36051,-118.38448,"157 Johnston Dr, Bishop",6760,494669,605747,1311,-507,Inyo
36.80097,-118.19394,"360 Rosedale Dr, Independence",9652,323644,323644,0,-971,Inyo
37.36036,-118.38448,"163 Johnston Dr, Bishop",6333,307550,605747,3519,1701,Inyo
36.60647,-118.06046,"121 N Hay St, Lone Pine",7500,213076,379322,1962,824,Inyo
36.60634,-118.06097,"116 N Lone Pine Ave, Lone Pine",7500,274223,379322,1240,102,Inyo
36.60661,-118.06097,"132 N Lone Pine Ave, Lone Pine",7500,135587,379322,2876,1738,Inyo
36.60771,-118.06097,"210 N Lone Pine Ave, Lone Pine",7500,118372,379322,3079,1941,Inyo
36.60796,-118.06096,"230 N Lone Pine Ave, Lone Pine",6600,241564,379322,1626,488,Inyo
36.60755,-118.06046,"201 N Hay St, Lone Pine",9760,275000,379322,1231,93,Inyo
36.60647,-118.05917,"125 N Mt Whitney Dr, Lone Pine",7500,145332,379322,2761,1623,Inyo
36.60674,-118.05917,"145 N Mt Whitney Dr, Lone Pine",7500,276494,379322,1213,75,Inyo
36.60633,-118.05917,"115 N Mt Whitney Dr, Lone Pine",7500,137892,379322,2849,1711,Inyo
36.6062,-118.05968,"104 N Hay St, Lone Pine",7500,306673,379322,857,-281,Inyo
36.60702,-118.05967,"162 N Hay St, Lone Pine",7500,146782,379322,2744,1606,Inyo
36.60798,-118.05967,"230 N Hay St, Lone Pine",7500,198065,379322,2139,1001,Inyo
36.60816,-118.05967,"406 E Locust St, Lone Pine",11819,175054,379322,2410,1272,Inyo
36.60703,-118.05916,"165 North Mt Whitney Dr, Lone Pine",9000,226058,379322,1809,671,Inyo
36.60661,-118.05917,"135 N Mt Whitney Dr, Lone Pine",7500,177781,379322,2378,1240,Inyo
36.60633,-118.05968,"110 N Hay St, Lone Pine",7500,98223,379322,3317,2179,Inyo
36.60809,-118.05916,"450 E Locust St, Lone Pine",19395,326007,379322,629,-509,Inyo
36.60724,-118.05916,"185 N Mt Whitney Dr, Lone Pine",13500,339586,379322,469,-669,Inyo
36.60777,-118.05916,"225 N Mt Whitney Dr, Lone Pine",14805,384262,384262,0,-1153,Inyo
37.35997,-118.38385,"186 Johnston Dr, Bishop",7850,427386,605747,2105,287,Inyo
37.3601,-118.38384,"174 Johnston Dr, Bishop",7065,111352,605747,5834,4017,Inyo
36.60757,-118.05967,"210 N Hay St, Lone Pine",7304,204104,379322,2068,930,Inyo
37.36025,-118.38385,"168 Johnston Dr, Bishop",10176,156328,605747,5303,3486,Inyo
36.60743,-118.05967,"190 N Hay St, Lone Pine",7645,113936,379322,3132,1994,Inyo
36.60784,-118.05967,"224 N Hay St, Lone Pine",7475,218108,379322,1902,764,Inyo
36.80185,-118.19379,"544 Sierra St, Independence",5340,52712,316130,3108,2160,Inyo
36.80185,-118.19397,"530 Sierra St, Independence",5340,18797,316130,3509,2560,Inyo
36.60647,-118.05839,"120 N Mt Whitney Dr, Lone Pine",7250,163822,379322,2543,1405,Inyo
36.60667,-118.05839,"144 N Mt Whitney Dr, Lone Pine",14500,185996,379322,2281,1143,Inyo
36.80185,-118.19419,"302 Rosedale Dr, Independence",7578,252810,316130,747,-201,Inyo
36.60688,-118.05839,"154 N Mt Whitney Dr, Lone Pine",7250,166477,379322,2512,1374,Inyo
36.8011,-118.19394,"350 Rosedale Dr, Independence",9652,148357,316130,1980,1031,Inyo
36.60702,-118.05839,"164 N Mt Whitney Dr, Lone Pine",7250,67055,379322,3685,2547,Inyo
36.60777,-118.05789,"221 N Lakeview St, Lone Pine",14500,366373,379322,153,-985,Inyo
36.80178,-118.19331,"556 Sierra St, Independence",8613,51850,316130,3119,2170,Inyo
36.60633,-118.0579,"111 N Lakeview St, Lone Pine",7250,186204,379322,2279,1141,Inyo
36.60619,-118.0579,"551 E Mountain View St, Lone Pine",7250,175504,379322,2405,1267,Inyo
36.6077,-118.05839,"210 N Mt Whitney Dr, Lone Pine",7250,373503,379322,69,-1069,Inyo
36.80138,-118.19384,"330 Rosedale Dr, Independence",12640,142222,316130,2052,1104,Inyo
36.60808,-118.05789,"540 E Locust St, Lone Pine",18824,386857,386857,0,-1161,Inyo
37.36052,-118.38385,"150 Johnston Dr, Bishop",7693,458725,605747,1735,-82,Inyo
37.36067,-118.38385,"136 Johnston Dr, Bishop",9404,185293,605747,4961,3144,Inyo
37.36123,-118.38402,"112 Johnston Dr, Bishop",9115,100005,605747,5968,4151,Inyo
36.60728,-118.0582,"174 N Mt Whitney Dr, Lone Pine",29036,217519,379322,1909,771,Inyo
37.36123,-118.38375,"606 E Line St, Bishop",15465,152171,605747,5352,3535,Inyo
36.60695,-118.0579,"155 N Lakeview St, Lone Pine",14500,236980,379322,1680,542,Inyo
36.60446,-118.07026,"581 W Bush St, Lone Pine",14000,120823,379322,3050,1912,Inyo
36.6048,-118.06917,"501 W Bush St, Lone Pine",30000,408206,408206,0,-1225,Inyo
36.60495,-118.0687,"481 W Bush St, Lone Pine",30000,223372,379322,1840,702,Inyo
37.3608,-118.38385,"130 Johnston Dr, Bishop",7357,521861,605747,990,-827,Inyo
36.6047,-118.06949,"525 W Bush St, Lone Pine",10000,287390,379322,1085,-53,Inyo
37.36094,-118.38384,"124 Johnston Dr, Bishop",8015,393169,605747,2508,691,Inyo
36.60459,-118.06969,"551 W Bush St, Lone Pine",15750,333533,379322,540,-598,Inyo
37.3684,-118.4032,"737 Rome Dr, Bishop",11950,298306,605747,3628,1811,Inyo
37.36841,-118.40342,"747 Rome Dr, Bishop",8264,263352,605747,4040,2223,Inyo
37.36842,-118.40365,"757 Rome Dr, Bishop",10850,502860,605747,1214,-603,Inyo
37.36843,-118.40391,"763 Rome Dr, Bishop",11063,524176,605747,963,-855,Inyo
37.36843,-118.40415,"767 Rome Dr, Bishop",7425,400983,605747,2416,599,Inyo
37.36843,-118.40434,"777 Rome Dr, Bishop",7425,434304,605747,2023,206,Inyo
37.36843,-118.40455,"787 Rome Dr, Bishop",8910,803871,803871,0,-2412,Inyo
37.3679,-118.40403,"770 Rome Dr, Bishop",6942,473986,605747,1555,-262,Inyo
37.36789,-118.40367,"756 Rome Dr, Bishop",6531,364244,605747,2850,1032,Inyo
37.36788,-118.40349,"746 Rome Dr, Bishop",6309,410662,605747,2302,485,Inyo
37.36787,-118.40331,"736 Rome Dr, Bishop",6431,367755,605747,2808,991,Inyo
37.36787,-118.40311,"730 Rome Dr, Bishop",6414,427596,605747,2102,285,Inyo
37.3679,-118.40452,"786 Rome Dr, Bishop",10800,730000,730000,0,-2190,Inyo
37.3679,-118.40425,"774 Rome Dr, Bishop",10530,521931,605747,989,-828,Inyo
37.36825,-118.40268,"775 Home St, Bishop",6250,348561,605747,3035,1218,Inyo
37.3684,-118.40297,"729 Rome Dr, Bishop",8732,584511,605747,251,-1567,Inyo
37.36847,-118.40266,"777 Home St, Bishop",12979,204968,605747,4729,2912,Inyo
37.41325,-118.58544,"215 N Round Valley Rd, Round Valley",435600,462493,605747,1690,-127,Inyo
36.60373,-118.0707,"638 W Bush St, Lone Pine",20894,92343,379322,3386,2248,Inyo
37.43333,-118.59426,"1341 Birchim Ln, Round Valley",22651,138301,605747,5516,3699,Inyo
36.60406,-118.06892,"510 W Bush St, Lone Pine",25000,121976,379322,3037,1899,Inyo
37.43297,-118.59426,"1335 Birchim Ln, Bishop",21780,477542,605747,1513,-304,Inyo
37.43249,-118.59487,"200 Ocean View Ave, Round Valley",20908,299943,605747,3608,1791,Inyo
36.60414,-118.06868,"502 W Bush St, Lone Pine",12500,100372,379322,3292,2154,Inyo
37.43379,-118.59451,"1381 Birchim Ln, Bishop",23086,380148,605747,2662,845,Inyo
37.43249,-118.59516,"220 Ocean View Ave, Bishop",14810,535909,605747,824,-993,Inyo
37.43252,-118.59546,"240 Ocean View Ave, Bishop",22215,485793,605747,1415,-402,Inyo
37.43254,-118.59362,"148 Ocean View Ave, Round Valley",43560,465593,605747,1654,-163,Inyo
37.43329,-118.59534,"1445 Birchim Ln, Round Valley",13503,112338,605747,5822,4005,Inyo
36.80671,-118.20293,"555 N Edwards St, Independence",49936,132820,316130,2163,1215,Inyo
37.43358,-118.59534,"1443 Birchim Ln, Round Valley",14374,164671,605747,5205,3387,Inyo
37.43385,-118.59533,"1417 Birchim Ln, Round Valley",33541,565086,605747,480,-1337,Inyo
36.80639,-118.20271,"537 N Edwards St, Independence",11657,40064,316130,3258,2309,Inyo
36.80887,-118.20328,"700 N Edwards St, Independence",9000,97707,316130,2577,1629,Inyo
36.6028,-118.07086,"929 Fairbanks St, Lone Pine",11709,469233,469233,0,-1408,Inyo
37.43374,-118.59361,"1327 Birchim Ln, Bishop",45738,315812,605747,3421,1604,Inyo
37.43373,-118.59222,"1215 Birchim Ln, Bishop",145926,719816,719816,0,-2159,Inyo
36.60406,-118.06942,"550 W Bush St, Lone Pine",12069,222009,379322,1856,718,Inyo
36.8074,-118.20222,"604 N Edwards St, Independence",10365,175545,316130,1659,711,Inyo
36.60383,-118.06928,"551 W Whitney Portal Rd, Lone Pine",27501,428913,428913,0,-1287,Inyo
37.43248,-118.59185,"120 Ocean View Ave, Round Valley",87120,693886,693886,0,-2082,Inyo
37.4325,-118.59452,"180 Ocean View Ave, Bishop",21780,214766,605747,4614,2796,Inyo
37.4325,-118.59414,"160 Ocean View Ave, Bishop",25264,111545,605747,5832,4014,Inyo
36.60507,-118.0683,"461 W Bush St, Lone Pine",20000,189472,379322,2240,1102,Inyo
37.43309,-118.59297,"199 Walford Cir, Bishop",43560,680360,680360,0,-2041,Inyo
36.60548,-118.06694,"371 West Bush St, Lone Pine",10000,231827,379322,1740,602,Inyo
36.60524,-118.06774,"421 W Bush St, Lone Pine",10000,276017,379322,1219,81,Inyo
36.80357,-118.20349,"307 W Main St, Independence",5000,93832,316130,2623,1675,Inyo
36.60558,-118.06663,"351 West Bush St, Lone Pine",10000,454969,454969,0,-1365,Inyo
37.43305,-118.59151,"191 Walford Cir, Bishop",44431,349472,605747,3024,1207,Inyo
36.60553,-118.06678,"361 W Bush St, Lone Pine",10000,207855,379322,2023,885,Inyo
36.80349,-118.20369,"317 W Main St, Independence",8000,70812,316130,2895,1946,Inyo
36.60538,-118.06726,"391 W Bush St, Lone Pine",10000,339068,379322,475,-663,Inyo
36.60592,-118.06602,"215 N Brewery St, Lone Pine",16623,348170,379322,368,-770,Inyo
36.60566,-118.0664,"335 W Bush St, Lone Pine",18900,290919,379322,1043,-95,Inyo
37.431,-118.59523,"230 Hardy Rd, Round Valley",88862,278408,605747,3863,2045,Inyo
36.60519,-118.0679,"431 W Bush St, Lone Pine",10000,334533,379322,529,-609,Inyo
36.60514,-118.06806,"441 W Bush St, Lone Pine",10000,278339,379322,1192,54,Inyo
36.80454,-118.20278,"363 N Washington St, Independence",6500,255711,316130,713,-235,Inyo
36.60531,-118.0675,"401 West Bush St, Lone Pine",20000,500000,500000,0,-1500,Inyo
37.43155,-118.59435,"155 Ocean View Ave, Round Valley",42688,236421,605747,4358,2541,Inyo
36.80409,-118.20238,"201 W Main St, Independence",9750,242896,316130,864,-84,Inyo
36.80401,-118.20257,"219 W Main St, Independence",9750,210000,316130,1252,304,Inyo
37.43185,-118.59505,"215 Ocean View Ave, Round Valley",10454,435586,605747,2008,191,Inyo
36.80382,-118.20286,"243 W Main St, Independence",6500,329072,329072,0,-987,Inyo
37.43185,-118.59484,"201 Ocean View Ave, Round Valley",15681,68545,605747,6339,4522,Inyo
36.80442,-118.20271,"345 N Washington St, Independence",6500,300891,316130,180,-769,Inyo
37.43083,-118.59143,"2521 N Round Valley Rd, Round Valley",20037,360906,605747,2889,1072,Inyo
37.43183,-118.5922,"53 Ocean View Ave, Bishop",22651,670101,670101,0,-2010,Inyo
37.43183,-118.59188,"37 Ocean View Ave, Round Valley",15681,374161,605747,2733,915,Inyo
36.8043,-118.20263,"331 N Washington St, Independence",6500,65822,316130,2954,2005,Inyo
37.43184,-118.59256,"79 Ocean View Ave, Round Valley",20908,169528,605747,5147,3330,Inyo
36.8038,-118.2031,"300 N Webster St, Independence",9750,278875,316130,440,-509,Inyo
37.4317,-118.59374,"137 Ocean View Ave, Round Valley",33346,375101,605747,2722,904,Inyo
37.43171,-118.59335,"115 Ocean View Ave, Bishop",37026,864883,864883,0,-2595,Inyo
36.80545,-118.2019,"417 N Edwards St, Independence",6500,229500,316130,1022,74,Inyo
37.37124,-118.4013,"670 Sycamore Dr, Bishop",11500,499885,605747,1249,-568,Inyo
36.80428,-118.20191,"151 West Main St, Independence",12000,366116,366116,0,-1098,Inyo
36.8043,-118.20168,"139 W Main St, Independence",5350,43313,316130,3219,2271,Inyo
36.80449,-118.2018,"341 N Mary St, Independence",2150,208080,316130,1275,327,Inyo
36.8062,-118.20156,"454 N Edwards St, Independence",6500,192163,316130,1463,514,Inyo
36.80608,-118.20149,"446 N Edwards St, Independence",6500,122578,316130,2284,1336,Inyo
36.80617,-118.20089,"435 North Jackson St, Independence",6500,160738,316130,1834,885,Inyo
36.80548,-118.20046,"357 North Jackson St, Independence",6500,208080,316130,1275,327,Inyo
36.80496,-118.20002,"305 N Jackson St, Independence",6500,344892,344892,0,-1035,Inyo
36.80465,-118.2006,"119 E Main St, Independence",6500,46416,316130,3183,2234,Inyo
36.80535,-118.20038,"343 N Jackson St, Independence",6500,208267,316130,1273,324,Inyo
36.8052,-118.20025,"331 N Jackson St, Independence",9750,352763,352763,0,-1058,Inyo
36.80478,-118.20067,"314 N Edwards St, Independence",6500,69889,316130,2906,1957,Inyo
36.80495,-118.20025,"165 E Main St, Independence",9750,400000,400000,0,-1200,Inyo
36.80688,-118.19988,"455 N Clay St, Independence",6500,112354,316130,2405,1456,Inyo
36.80676,-118.19981,"445 N Clay St, Independence",6500,84929,316130,2728,1780,Inyo
36.80633,-118.19954,"245 E Wall St, Independence",13000,165485,316130,1778,829,Inyo
36.80642,-118.20025,"434 N Jackson St, Independence",6500,66300,316130,2948,2000,Inyo
36.80606,-118.20002,"408 N Jackson St, Independence",7410,79303,316130,2795,1846,Inyo
37.41423,-118.54547,"435 Reina Rd, Round Valley",40075,132440,605747,5585,3768,Inyo
37.41371,-118.54548,"425 Reina Rd, Bishop",33976,604257,605747,18,-1800,Inyo
36.80667,-118.2004,"454 N Jackson St, Independence",6500,100061,316130,2550,1601,Inyo
36.80595,-118.1993,"357 N Clay St, Independence",6500,199670,316130,1374,426,Inyo
36.80582,-118.19922,"347 N Clay St, Independence",6500,219300,316130,1143,194,Inyo
36.8057,-118.19915,"335 N Clay St, Independence",5980,82845,316130,2753,1804,Inyo
37.41302,-118.54462,"408 Reina Rd, Round Valley",36154,273019,605747,3926,2109,Inyo
36.8056,-118.19909,"327 N Clay St, Independence",4442,69135,316130,2915,1966,Inyo
36.80549,-118.19967,"334 N Jackson St, Independence",6500,214518,316130,1199,251,Inyo
36.80567,-118.19978,"340 N Jackson St, Independence",13000,231307,316130,1001,53,Inyo
36.80515,-118.19957,"205 E Main St, Independence",7000,239075,316130,909,-39,Inyo
36.80523,-118.19937,"219 E Main St, Independence",6000,260308,316130,659,-290,Inyo
36.80545,-118.19887,"253 E Main St, Independence",7540,163841,316130,1797,849,Inyo
36.80679,-118.19838,"353 E Wall St, Independence",13000,101681,316130,2530,1582,Inyo
36.80683,-118.19905,"424 N Clay St, Independence",13000,86144,316130,2714,1765,Inyo
36.80714,-118.19924,"460 N Clay St, Independence",6500,374280,374280,0,-1123,Inyo
36.80729,-118.19868,"454 N Jewel St, Independence",13000,215291,316130,1190,242,Inyo
37.37124,-118.40096,"664 Sycamore Dr, Bishop",11500,741464,741464,0,-2224,Inyo
36.80632,-118.19797,"354 East Wall St, Independence",9750,312788,316130,39,-909,Inyo
37.37124,-118.40165,"668 Sycamore Dr, Bishop",11507,669892,669892,0,-2010,Inyo
36.80571,-118.19836,"314 N Clay St, Independence",6500,93679,316130,2625,1677,Inyo
37.37169,-118.40105,"665 Sycamore Dr, Bishop",16500,637952,637952,0,-1914,Inyo
36.80607,-118.19859,"344 N Clay St, Independence",6500,275913,316130,475,-474,Inyo
37.37168,-118.40157,"667 Sycamore Dr, Bishop",16566,175202,605747,5080,3263,Inyo
36.8062,-118.19867,"356 N Clay St, Independence",6500,265301,316130,600,-349,Inyo
36.80583,-118.19844,"324 N Clay St, Independence",6500,102982,316130,2515,1567,Inyo
36.80595,-118.19851,"336 N Clay St, Independence",6500,115104,316130,2372,1424,Inyo
37.37244,-118.40161,"669 Maple Ave, Bishop",14878,200974,605747,4776,2959,Inyo
36.80277,-118.20315,"225 N Webster St, Independence",6500,135833,316130,2128,1179,Inyo
36.80232,-118.20351,"329 W Center St, Independence",6500,70427,316130,2899,1951,Inyo
36.80244,-118.20359,"210 N Grant St, Independence",6500,108940,316130,2445,1496,Inyo
37.37244,-118.40119,"667 Maple Ave, Bishop",10967,266823,605747,3999,2182,Inyo
37.37242,-118.40024,"645 Maple Ave, Bishop",15901,337566,605747,3165,1347,Inyo
36.80253,-118.20299,"209 N Webster St, Independence",6500,229132,316130,1027,78,Inyo
36.80311,-118.20336,"300 W Main St, Independence",9750,327373,327373,0,-982,Inyo
36.80293,-118.2039,"354 W Main St, Independence",6500,254815,316130,724,-225,Inyo
37.37202,-118.40023,"646 Maple Ave, Bishop",15900,420740,605747,2183,366,Inyo
36.80262,-118.2037,"230 N Grant St, Independence",13000,343239,343239,0,-1030,Inyo
37.37199,-118.40062,"648 Maple Ave, Bishop",9930,108666,605747,5866,4048,Inyo
36.8019,-118.20261,"125 N Webster St, Independence",13000,326075,326075,0,-978,Inyo
36.80165,-118.20245,"305 W Market St, Independence",13000,221565,316130,1116,167,Inyo
36.80151,-118.20301,"345 W Market St, Independence",19500,316880,316880,0,-951,Inyo
36.80197,-118.2033,"360 W Center St, Independence",9750,172758,316130,1692,743,Inyo
37.37199,-118.40095,"664 Maple Ave, Bishop",10207,238693,605747,4331,2514,Inyo
37.37199,-118.40127,"666 Maple Ave, Bishop",10207,259350,605747,4087,2270,Inyo
37.37198,-118.40164,"668 Maple Ave, Bishop",11884,448398,605747,1857,39,Inyo
36.80324,-118.20198,"223 N Washington St, Independence",6500,60720,316130,3014,2065,Inyo
37.37078,-118.40147,"601 Sierra St, Bishop",44000,197670,605747,4815,2998,Inyo
36.80299,-118.20183,"201 N Washington St, Independence",6500,221870,316130,1112,164,Inyo
36.80278,-118.20235,"200 N Webster St, Independence",6500,94198,316130,2619,1670,Inyo
37.37245,-118.4006,"647 Maple Ave, Bishop",8415,472000,605747,1578,-239,Inyo
36.80291,-118.20243,"220 N Webster St, Independence",6500,52847,316130,3107,2158,Inyo
37.37245,-118.40088,"659 Maple Ave, Bishop",8590,281612,605747,3825,2008,Inyo
36.80303,-118.2025,"230 N Webster St, Independence",6500,177312,316130,1638,690,Inyo
36.80315,-118.20258,"240 N Webster St, Independence",6500,301716,316130,170,-778,Inyo
37.41394,-118.54457,"428 Reina Rd, Round Valley",34412,654694,654694,0,-1964,Inyo
37.37078,-118.40101,"583 Sierra St, Bishop",14666,38297,605747,6696,4879,Inyo
37.41434,-118.54473,"438 Reina Rd, Round Valley",34412,474467,605747,1549,-268,Inyo
36.8034,-118.20273,"260 N Webster St, Independence",6500,416517,416517,0,-1250,Inyo
37.41409,-118.54399,"445 Vista Verde Rd, Round Valley",36154,511484,605747,1112,-705,Inyo
37.37078,-118.40078,"557 Sierra St, Bishop",14666,38296,605747,6696,4879,Inyo
36.80202,-118.20173,"237 W Market St, Independence",7500,227991,316130,1040,92,Inyo
36.80194,-118.20193,"253 W Market St, Independence",12000,130131,316130,2195,1246,Inyo
37.37078,-118.40055,"543 Sierra St, Bishop",14666,340000,605747,3136,1319,Inyo
37.41305,-118.54395,"425 Vista Verde Rd, Round Valley",32670,439079,605747,1967,149,Inyo
36.80246,-118.20215,"160 N Webster St, Independence",6500,122027,316130,2290,1342,Inyo
37.41305,-118.54316,"438 Vista Verde Rd, Bishop",31798,668297,668297,0,-2005,Inyo
36.80234,-118.20208,"150 N Webster St, Independence",6500,143125,316130,2041,1093,Inyo
37.41353,-118.54315,"448 Vista Verde Rd, Round Valley",31798,317593,605747,3400,1583,Inyo
37.41408,-118.54308,"458 Vista Verde Rd, Bishop",36154,795905,795905,0,-2388,Inyo
36.80222,-118.202,"140 N Webster St, Independence",6500,109715,316130,2436,1487,Inyo
37.41432,-118.54353,"468 Vista Verde Rd, Bishop",34412,425623,605747,2125,308,Inyo
37.41429,-118.54247,"464 Arboles Dr, Bishop",32670,567970,605747,446,-1371,Inyo
37.41387,-118.54247,"474 Arboles Dr, Bishop",32670,537163,605747,809,-1008,Inyo
36.80237,-118.20144,"133 N Washington St, Independence",13000,166464,316130,1766,818,Inyo
37.41344,-118.54248,"484 Arboles Dr, Round Valley",32670,339391,605747,3143,1326,Inyo
36.80212,-118.20129,"205 W Market St, Independence",13000,194528,316130,1435,487,Inyo
36.80401,-118.20101,"251 N Edwards St, Independence",13000,258459,316130,681,-268,Inyo
37.41233,-118.5416,"493 Arboles Dr, Round Valley",33541,394592,605747,2492,674,Inyo
36.80387,-118.20157,"256 N Washington St, Independence",6500,178599,316130,1623,674,Inyo
37.41281,-118.5416,"483 Arboles Dr, Round Valley",33105,424699,605747,2136,319,Inyo
37.41329,-118.54159,"473 Arboles Dr, Bishop",33105,776803,776803,0,-2330,Inyo
37.41377,-118.54158,"463 Arboles Dr, Bishop",33105,750000,750000,0,-2250,Inyo
37.41425,-118.54157,"453 Arboles Dr, Bishop",33105,536653,605747,815,-1002,Inyo
37.41237,-118.54434,"430 Mesa Vista Dr, Bishop",35283,801019,801019,0,-2403,Inyo
36.80328,-118.20121,"210 N Washington St, Independence",9750,103117,316130,2514,1565,Inyo
37.41236,-118.5431,"450 Mesa Vista Dr, Round Valley",36154,639949,639949,0,-1920,Inyo
36.80238,-118.20065,"153 W Market St, Independence",13000,382500,382500,0,-1148,Inyo
37.41236,-118.54247,"460 Mesa Vista Dr, Bishop",37461,766759,766759,0,-2300,Inyo
36.80283,-118.20105,"152 N Washington St, Independence",6800,41637,316130,3239,2291,Inyo
37.41211,-118.54577,"410 Mesa Vista Dr, Round Valley",24393,282569,605747,3813,1996,Inyo
37.41219,-118.54516,"420 Mesa Vista Dr, Bishop",32234,451964,605747,1815,-3,Inyo
36.80464,-118.1985,"233 North Clay St, Independence",6500,249431,316130,787,-161,Inyo
37.41549,-118.54548,"403 Arboles Dr, Round Valley",35283,175689,605747,5075,3257,Inyo
37.41549,-118.54488,"409 Arboles Dr, Round Valley",34848,243374,605747,4276,2459,Inyo
36.80451,-118.19842,"223 N Clay St, Independence",6500,64770,316130,2966,2018,Inyo
37.41549,-118.54428,"413 Arboles Dr, Round Valley",34848,431709,605747,2054,236,Inyo
37.41549,-118.54368,"419 Arboles Dr, Bishop",34848,696814,696814,0,-2090,Inyo
36.80424,-118.1989,"210 N Jackson St, Independence",13000,146642,316130,2000,1052,Inyo
37.41548,-118.54308,"423 Arboles Dr, Round Valley",34848,489018,605747,1377,-440,Inyo
36.80499,-118.19871,"250 E Main St, Independence",8800,60593,316130,3015,2067,Inyo
37.41549,-118.54248,"429 Arboles Dr, Bishop",33105,519950,605747,1012,-805,Inyo
37.41554,-118.54183,"433 Arboles Dr, Bishop",35283,867000,867000,0,-2601,Inyo
36.8048,-118.19861,"243 N Clay St, Independence",10700,223439,316130,1094,145,Inyo
37.36875,-118.40444,"782 Pivot Place, Bishop",9742,706186,706186,0,-2119,Inyo
37.41525,-118.54149,"437 Arboles Dr, Round Valley",34412,247670,605747,4225,2408,Inyo
36.8048,-118.19925,"254 N Jackson St, Independence",6500,281868,316130,404,-544,Inyo
37.41472,-118.54155,"443 Arboles Dr, Bishop",32234,765000,765000,0,-2295,Inyo
37.36892,-118.40451,"794 Pivot Place, Bishop",6863,786959,786959,0,-2361,Inyo
37.41479,-118.54548,"404 Arboles Dr, Round Valley",34848,477946,605747,1508,-309,Inyo
37.41479,-118.54487,"416 Arboles Dr, Round Valley",34848,466279,605747,1646,-172,Inyo
37.41478,-118.54364,"434 Arboles Dr, Bishop",34848,779987,779987,0,-2340,Inyo
36.80454,-118.19989,"257 N Jackson St, Independence",6500,159805,316130,1845,896,Inyo
37.3692,-118.40412,"771 Pivot Place, Bishop",6531,505989,605747,1177,-640,Inyo
37.41478,-118.54302,"438 Arboles Dr, Bishop",34848,629761,629761,0,-1889,Inyo
37.3692,-118.40394,"763 Pivot Place, Bishop",6476,505641,605747,1181,-636,Inyo
37.41192,-118.54276,"504 Arboles Dr, Bishop",43124,591549,605747,168,-1650,Inyo
36.80423,-118.1997,"229 N Jackson St, Independence",13000,308731,316130,87,-861,Inyo
37.40887,-118.5455,"224 Mill Creek Rd, Bishop",21344,270435,605747,3957,2139,Inyo
36.80442,-118.19981,"237 N Jackson St, Independence",6500,333428,333428,0,-1000,Inyo
37.4086,-118.5455,"220 Mill Creek Rd, Round Valley",22215,327837,605747,3279,1462,Inyo
36.80383,-118.198,"133 N Clay St, Independence",6500,170999,316130,1713,764,Inyo
37.3692,-118.40377,"755 Pivot Place, Bishop",6642,506685,605747,1169,-648,Inyo
36.80405,-118.19801,"149 N Clay St, Independence",6500,301611,316130,171,-777,Inyo
36.8037,-118.19792,"123 N Clay St, Independence",6500,98440,316130,2569,1620,Inyo
36.80346,-118.19777,"103 N Clay St, Independence",6500,185688,316130,1539,591,Inyo
37.41107,-118.54325,"508 Arboles Dr, Round Valley",232174,792735,792735,0,-2378,Inyo
36.80349,-118.19844,"132 N Jackson St, Independence",6500,200645,316130,1363,414,Inyo
36.80381,-118.19863,"204 E Center St, Independence",12350,270610,316130,537,-411,Inyo
37.41547,-118.54674,"360 Arboles Dr, Round Valley",47916,226775,605747,4472,2655,Inyo
37.41502,-118.54716,"335 Arboles Dr, Round Valley",32234,547099,605747,692,-1125,Inyo
37.4156,-118.548,"356 Aliso Cir, Bishop",35283,519353,605747,1019,-798,Inyo
37.41534,-118.54844,"351 Aliso Cir, Round Valley",27007,286029,605747,3773,1955,Inyo
37.41432,-118.54852,"315 Arboles Dr, Bishop",37461,576300,605747,347,-1470,Inyo
37.41529,-118.54899,"370 Majorca Cir, Round Valley",41817,679800,679800,0,-2039,Inyo
37.41532,-118.55003,"355 Majorca Cir, Round Valley",30492,382685,605747,2632,815,Inyo
37.41432,-118.54956,"325 Majorca Cir, Bishop",36154,877200,877200,0,-2632,Inyo
37.4139,-118.54916,"295 Arboles Dr, Bishop",38768,915450,915450,0,-2746,Inyo
37.4149,-118.54999,"345 Majorca Cir, Bishop",23522,507250,605747,1162,-655,Inyo
37.41475,-118.54808,"323 Aliso Cir, Bishop",64904,251968,605747,4175,2357,Inyo
36.80206,-118.19835,"137 E Kearsarge St, Independence",6500,93636,316130,2625,1677,Inyo
37.41477,-118.5462,"348 Arboles Dr, Round Valley",37461,399983,605747,2428,611,Inyo
37.41411,-118.54736,"502 Avenida Del Monte, Round Valley",39975,256962,605747,4116,2298,Inyo
37.41335,-118.54864,"308 Arboles Dr, Round Valley",38768,165308,605747,5197,3380,Inyo
