lat,lon,addr,sqft,assessed,market,subsidy,change,county
37.23905,-118.59683,"129 Sage Dr, Aspendell",8960,565569,605747,474,-1343,Inyo
37.23883,-118.59683,"141 Sage Dr, Bishop",8960,439764,605747,1959,141,Inyo
37.23862,-118.59683,"149 Sage Dr, Bishop",8960,469784,605747,1604,-213,Inyo
37.23839,-118.59683,"157 Sage Dr, Bishop",8960,561816,605747,518,-1299,Inyo
37.23791,-118.59685,"173 Sage Dr, Bishop",12278,295671,605747,3659,1842,Inyo
37.23962,-118.59679,"102 Sage Dr, Aspendell",9100,376779,605747,2702,885,Inyo
37.23942,-118.59627,"118 Sage Dr, Bishop",8960,599581,605747,73,-1744,Inyo
37.23915,-118.59626,"126 Sage Dr, Bishop",12456,591514,605747,168,-1649,Inyo
37.2389,-118.59629,"134 Sage Dr, Bishop",9325,421008,605747,2180,363,Inyo
37.2387,-118.59629,"142 Sage Dr, Aspendell",9158,365578,605747,2834,1017,Inyo
37.23849,-118.5963,"150 Sage Dr, Aspendell",8991,265217,605747,4018,2201,Inyo
37.23784,-118.59631,"174 Sage Dr, Aspendell",9026,457367,605747,1751,-66,Inyo
37.23762,-118.59632,"182 Sage Dr, Aspendell",8836,391692,605747,2526,709,Inyo
37.23817,-118.5963,"166 Sage Dr, Bishop",18617,90717,605747,6077,4260,Inyo
37.23819,-118.59802,"153 Iris Dr, Bishop",8770,182317,605747,4996,3179,Inyo
37.23786,-118.59803,"129 Iris Dr, Bishop",10077,684527,684527,0,-2054,Inyo
37.2373,-118.59801,"115 Cardinal Rd, Bishop",9860,551412,605747,641,-1176,Inyo
37.23739,-118.59755,"104 Iris Dr, Bishop",10390,280818,605747,3834,2017,Inyo
37.23766,-118.59755,"116 Iris Dr, Aspendell",10500,273297,605747,3923,2106,Inyo
37.23793,-118.59755,"128 Iris Dr, Bishop",10500,569964,605747,422,-1395,Inyo
37.23821,-118.59755,"140 Iris Dr, Bishop",10500,484500,605747,1431,-387,Inyo
37.23848,-118.59753,"152 Iris Dr, Bishop",9566,386274,605747,2590,773,Inyo
37.2384,-118.59825,"165 Iris Dr, Aspendell",13530,485793,605747,1415,-402,Inyo
37.23807,-118.5983,"141 Iris Dr, Aspendell",9031,448399,605747,1857,39,Inyo
37.23781,-118.59838,"208 Columbine Dr, Bishop",9880,578350,605747,323,-1494,Inyo
37.23752,-118.59839,"220 Columbine Dr, Bishop",10842,107889,605747,5875,4057,Inyo
37.23871,-118.59762,"164 Iris Dr, Bishop",11470,642600,642600,0,-1928,Inyo
37.23906,-118.59782,"189 Iris Dr, Aspendell",46329,93163,605747,6048,4231,Inyo
37.23799,-118.60011,"223 Cataract Rd, Aspendell",6346,349559,605747,3023,1206,Inyo
37.23819,-118.60038,"235 Cataract Rd, Aspendell",19022,343310,605747,3097,1280,Inyo
37.23639,-118.60047,"277 White Pine Rd, Bishop",14958,594393,605747,134,-1683,Inyo
37.23704,-118.60033,"251 White Pine Rd, Aspendell",16361,208134,605747,4692,2875,Inyo
37.23731,-118.60029,"229 White Pine Rd, Bishop",16584,460399,605747,1715,-102,Inyo
37.23752,-118.60025,"217 White Pine Rd, Aspendell",11228,446036,605747,1885,67,Inyo
37.23785,-118.60023,"205 White Pine Rd, Aspendell",11959,146238,605747,5422,3605,Inyo
37.23675,-118.60037,"263 White Pine Rd, Bishop",14744,386400,605747,2588,771,Inyo
37.23723,-118.59942,"234 Brook Ln, Aspendell",9347,790000,790000,0,-2370,Inyo
37.23701,-118.59926,"246 Brook Ln, Aspendell",8956,621486,621486,0,-1864,Inyo
37.23683,-118.59913,"258 Brook Ln, Bishop",8509,569682,605747,426,-1392,Inyo
37.23666,-118.59909,"270 Brook Ln, Aspendell",6250,263195,605747,4042,2225,Inyo
37.23677,-118.59974,"260 White Pine Rd, Bishop",13036,446712,605747,1877,59,Inyo
37.23706,-118.59978,"248 White Pine Rd, Aspendell",8962,502371,605747,1220,-597,Inyo
37.23638,-118.59924,"282 Brook Ln, Aspendell",15215,362169,605747,2874,1057,Inyo
37.23773,-118.59952,"208 White Pine Rd, Bishop",13271,710000,710000,0,-2130,Inyo
37.23748,-118.59951,"222 Brook Ln, Bishop",13525,785000,785000,0,-2355,Inyo
37.23639,-118.59982,"280 White Pine Rd, Bishop",420871,592104,605747,161,-1656,Inyo
37.23776,-118.59889,"203 Columbine Dr, Bishop",6170,708900,708900,0,-2127,Inyo
37.2376,-118.5989,"209 Columbine Dr, Bishop",6632,620726,620726,0,-1862,Inyo
37.23743,-118.59892,"217 Columbine Dr, Aspendell",15300,194546,605747,4852,3035,Inyo
37.23722,-118.59886,"223 Columbine Dr, Bishop",9670,596201,605747,113,-1705,Inyo
37.237,-118.59871,"229 Columbine Dr, Aspendell",8198,248597,605747,4214,2397,Inyo
37.23682,-118.59865,"203 Cardinal Rd, Aspendell",6853,447425,605747,1868,51,Inyo
37.23664,-118.59867,"215 Cardinal Rd, Bishop",5964,603826,605747,23,-1795,Inyo
37.23645,-118.59872,"227 Cardinal Rd, Aspendell",7149,435778,605747,2006,188,Inyo
37.23625,-118.59881,"239 Cardinal Rd, Bishop",8960,855810,855810,0,-2567,Inyo
37.23699,-118.59751,"102 Cardinal Rd, Bishop",10470,567128,605747,456,-1362,Inyo
37.23696,-118.59795,"180 Cardinal Rd, Aspendell",13000,535812,605747,825,-992,Inyo
37.23679,-118.59784,"256 Columbine Dr, Aspendell",8830,564346,605747,489,-1329,Inyo
37.23641,-118.59749,"280 Columbine Dr, Aspendell",11321,260620,605747,4072,2255,Inyo
37.23792,-118.59495,"113 Manzanita Rd, Aspendell",9200,440640,605747,1948,131,Inyo
37.23623,-118.59766,"293 Columbine Dr, Aspendell",9842,372889,605747,2748,930,Inyo
37.23835,-118.59494,"129 Manzanita Rd, Aspendell",9200,242971,605747,4281,2464,Inyo
37.23628,-118.59805,"281 Columbine Dr, Bishop",10851,166072,605747,5188,3371,Inyo
37.23857,-118.59493,"137 Manzanita Rd, Aspendell",9200,279540,605747,3849,2032,Inyo
37.23656,-118.59819,"205 Cardinal Rd, Aspendell",12230,585594,605747,238,-1579,Inyo
37.23879,-118.59492,"145 Manzanita Rd, Aspendell",9200,240846,605747,4306,2489,Inyo
37.23904,-118.59491,"153 Manzanita Rd, Aspendell",11210,309716,605747,3493,1676,Inyo
37.23889,-118.59432,"150 Manzanita Rd, Aspendell",10360,324761,605747,3316,1498,Inyo
37.2387,-118.59435,"142 Manzanita Rd, Aspendell",11200,591065,605747,173,-1644,Inyo
37.23771,-118.56327,"218 Canyon Dr, Mountain View",13020,240644,605747,4308,2491,Inyo
37.23848,-118.59437,"136 Manzanita Rd, Aspendell",10400,342263,605747,3109,1292,Inyo
37.23745,-118.56328,"196 Canyon Dr, Mountain View",13020,223075,605747,4516,2698,Inyo
37.23826,-118.59438,"124 Manzanita Rd, Aspendell",10400,300584,605747,3601,1784,Inyo
37.23804,-118.59439,"118 Manzanita Rd, Aspendell",10400,362634,605747,2869,1051,Inyo
37.23668,-118.56327,"144 Canyon Dr, Mountain View",13408,206492,605747,4711,2894,Inyo
37.23759,-118.59401,"171 Alpine Dr, Bishop",8855,436921,605747,1992,175,Inyo
37.23646,-118.56351,"132 Canyon Dr, Bishop",14150,438972,605747,1968,151,Inyo
37.23781,-118.59397,"183 Alpine Dr, Aspendell",9600,602338,605747,40,-1777,Inyo
37.23746,-118.5639,"193 Canyon Dr, Bishop",13020,463355,605747,1680,-137,Inyo
37.23803,-118.59396,"191 Alpine Dr, Bishop",9600,415302,605747,2247,430,Inyo
37.23741,-118.56482,"93 Mt Tom View Dr, Bishop",18200,181661,605747,5004,3187,Inyo
37.23825,-118.59395,"199 Alpine Dr, Aspendell",9600,169610,605747,5146,3329,Inyo
37.23695,-118.56391,"155 Canyon Dr, Bishop",13020,568493,605747,440,-1378,Inyo
37.23799,-118.59347,"190 Alpine Dr, Bishop",10625,543337,605747,736,-1081,Inyo
37.23662,-118.56398,"127 Canyon Dr, Mountain View",18591,649289,649289,0,-1948,Inyo
37.23714,-118.59406,"162 Alpine Dr, Bishop",13000,460744,605747,1711,-106,Inyo
37.23645,-118.56441,"44 Mount Tom View Dr, Mountain View",13020,442854,605747,1922,105,Inyo
37.2373,-118.5642,"94 Mount Tom View Dr, Bishop",36730,227892,605747,4459,2641,Inyo
37.23716,-118.59434,"156 Alpine Dr, Bishop",13180,455000,605747,1779,-38,Inyo
37.23621,-118.56324,"126 Canyon Dr, Mountain View",15430,559918,605747,541,-1276,Inyo
37.23718,-118.59462,"150 Alpine Dr, Aspendell",14200,385104,605747,2604,786,Inyo
37.23593,-118.56346,"112 Canyon Dr, Mountain View",21740,160786,605747,5251,3433,Inyo
37.2357,-118.56356,"80 Canyon Dr, Mountain View",17890,355133,605747,2957,1140,Inyo
37.23527,-118.5636,"40 Canyon Dr, Bishop",28180,454620,605747,1783,-34,Inyo
37.23472,-118.56343,"114 Habegger Ln, Mountain View",18270,368554,605747,2799,982,Inyo
37.2362,-118.56444,"28 Mount Tom View Dr, Mountain View",12440,318586,605747,3388,1571,Inyo
37.23719,-118.59516,"138 Alpine Dr, Aspendell",14240,468776,605747,1616,-201,Inyo
37.23614,-118.56385,"122 Canyon Dr, Mountain View",13028,425066,605747,2132,315,Inyo
37.23877,-118.59588,"143 Sumac Rd, Aspendell",9260,276631,605747,3884,2066,Inyo
37.23586,-118.56414,"76 Canyon Dr, Mountain View",8060,320279,605747,3369,1551,Inyo
37.23899,-118.59591,"151 Sumac Rd, Aspendell",9430,441016,605747,1944,127,Inyo
37.23501,-118.56419,"8 Canyon Dr, Bishop",12960,187971,605747,4930,3113,Inyo
37.23468,-118.5639,"110 Habegger Ln, Mountain View",10314,196361,605747,4831,3014,Inyo
37.2347,-118.56433,"104 Habegger Ln, Mountain View",12600,320701,605747,3364,1546,Inyo
37.23873,-118.59388,"215 Alpine Dr, Bishop",10528,650250,650250,0,-1951,Inyo
37.23843,-118.59344,"210 Alpine Dr, Bishop",9751,592546,605747,156,-1661,Inyo
37.23763,-118.59592,"103 Sumac Rd, Bishop",10676,639438,639438,0,-1918,Inyo
37.23786,-118.59591,"111 Sumac Rd, Bishop",9600,657948,657948,0,-1974,Inyo
37.23809,-118.5959,"119 Sumac Rd, Bishop",10800,612000,612000,0,-1836,Inyo
37.23897,-118.59532,"148 Sumac Rd, Aspendell",9600,393467,605747,2505,688,Inyo
37.23875,-118.59533,"140 Sumac Rd, Bishop",9600,500410,605747,1243,-574,Inyo
37.23853,-118.59533,"132 Sumac Rd, Aspendell",9600,239622,605747,4320,2503,Inyo
37.23809,-118.59535,"116 Sumac Rd, Bishop",9600,186361,605747,4949,3132,Inyo
37.23787,-118.59536,"108 Sumac Rd, Bishop",9600,714000,714000,0,-2142,Inyo
37.23712,-118.59689,"110 Alpine Dr, Aspendell",14810,461158,605747,1706,-111,Inyo
37.23721,-118.59649,"118 Alpine Dr, Aspendell",14810,306321,605747,3533,1716,Inyo
37.24072,-118.59793,"16621 West Hwy 168, Bishop",36154,899946,899946,0,-2700,Inyo
37.23988,-118.59782,"16675 West Hwy 168, Bishop",36590,596532,605747,109,-1709,Inyo
37.24052,-118.59685,"195 Sierra Summit, Bishop",42253,895000,895000,0,-2685,Inyo
37.24106,-118.59651,"197 Sierra Summit, Aspendell",43560,492905,605747,1332,-486,Inyo
37.24083,-118.59617,"200 Sierra Summit, Aspendell",37897,479238,605747,1493,-324,Inyo
37.23995,-118.59635,"204 Sierra Summit, Aspendell",34412,387478,605747,2576,758,Inyo
37.17728,-118.30752,"101 Terrace Dr, Big Pine",9070,452669,452669,0,-1358,Inyo
37.17728,-118.30726,"103 Terrace Dr, Big Pine",9060,443794,443794,0,-1331,Inyo
37.17728,-118.307,"105 Terrace Dr, Big Pine",9060,577943,577943,0,-1734,Inyo
37.17728,-118.30674,"107 Terrace Dr, Big Pine",9060,326692,431538,1237,-57,Inyo
37.17728,-118.30648,"109 Terrace Dr, Big Pine",9060,454969,454969,0,-1365,Inyo
37.17728,-118.30623,"111 Terrace Dr, Big Pine",9060,81235,431538,4134,2839,Inyo
37.17728,-118.30597,"113 Terrace Dr, Big Pine",9060,244834,431538,2203,908,Inyo
37.17728,-118.30571,"115 Terrace Dr, Big Pine",9060,301859,431538,1530,236,Inyo
37.17762,-118.30473,"121 Terrace Dr, Big Pine",9864,581298,581298,0,-1744,Inyo
37.17783,-118.30461,"123 Terrace Dr, Big Pine",11137,147084,431538,3357,2062,Inyo
37.17803,-118.30455,"224 Terrace Dr, Big Pine",16178,370905,431538,715,-579,Inyo
37.17825,-118.30453,"222 Terrace Dr, Big Pine",20049,446201,446201,0,-1339,Inyo
37.17849,-118.30509,"220 Terrace Dr, Big Pine",14530,331220,431538,1184,-111,Inyo
37.17854,-118.30544,"218 Terrace Dr, Big Pine",9060,272730,431538,1874,579,Inyo
37.17854,-118.3057,"216 Terrace Dr, Big Pine",9060,150247,431538,3319,2025,Inyo
37.17854,-118.30596,"214 Terrace Dr, Big Pine",9060,83308,431538,4109,2814,Inyo
37.17854,-118.30621,"212 Terrace Dr, Big Pine",9060,432970,432970,0,-1299,Inyo
37.17854,-118.30648,"210 Terrace Dr, Big Pine",9060,192162,431538,2825,1530,Inyo
37.17854,-118.30673,"208 Terrace Dr, Big Pine",9060,485000,485000,0,-1455,Inyo
37.17854,-118.30699,"206 Terrace Dr, Big Pine",9060,352722,431538,930,-365,Inyo
37.17855,-118.30725,"204 Terrace Dr, Big Pine",9060,270039,431538,1906,611,Inyo
37.17855,-118.30752,"202 Terrace Dr, Big Pine",9273,83728,431538,4104,2810,Inyo
37.17808,-118.30752,"201 Terrace Dr, Big Pine",9112,384948,431538,550,-745,Inyo
37.17808,-118.30726,"203 Terrace Dr, Big Pine",9060,81235,431538,4134,2839,Inyo
37.17808,-118.307,"205 Terrace Dr, Big Pine",9060,222587,431538,2466,1171,Inyo
37.17808,-118.30674,"207 Terrace Dr, Big Pine",9060,287125,431538,1704,409,Inyo
37.17808,-118.30648,"209 Terrace Dr, Big Pine",9060,434955,434955,0,-1305,Inyo
37.17807,-118.30622,"211 Terrace Dr, Big Pine",9060,410161,431538,252,-1042,Inyo
37.17807,-118.30596,"213 Terrace Dr, Big Pine",9060,331302,431538,1183,-112,Inyo
37.17807,-118.3057,"215 Terrace Dr, Big Pine",9060,414580,431538,200,-1095,Inyo
37.17807,-118.30544,"217 Terrace Dr, Big Pine",9060,508741,508741,0,-1526,Inyo
37.17805,-118.30519,"219 Terrace Dr, Big Pine",7793,426564,431538,59,-1236,Inyo
37.17776,-118.3052,"120 Terrace Dr, Big Pine",7793,294014,431538,1623,328,Inyo
37.17774,-118.30544,"118 Terrace Dr, Big Pine",9060,301519,431538,1534,240,Inyo
37.17774,-118.3057,"116 Terrace Dr, Big Pine",9060,196991,431538,2768,1473,Inyo
37.17774,-118.30596,"114 Terrace Dr, Big Pine",9060,287450,431538,1700,406,Inyo
37.17774,-118.30622,"112 Terrace Dr, Big Pine",9060,78355,431538,4168,2873,Inyo
37.17775,-118.30648,"110 Terrace Dr, Big Pine",9060,484500,484500,0,-1454,Inyo
37.17775,-118.30674,"108 Terrace Dr, Big Pine",9060,368116,431538,748,-546,Inyo
37.17775,-118.307,"106 Terrace Dr, Big Pine",9060,448412,448412,0,-1345,Inyo
37.17775,-118.30726,"104 Terrace Dr, Big Pine",9060,355485,431538,897,-397,Inyo
37.17775,-118.30752,"102 Terrace Dr, Big Pine",9016,496850,496850,0,-1491,Inyo
37.17731,-118.30497,"119 Terrace Dr, Big Pine",27600,369599,431538,731,-564,Inyo
37.17888,-118.30752,"101 Pine Rd, Big Pine",9593,274862,431538,1849,554,Inyo
37.17888,-118.30725,"103 Pine Rd, Big Pine",9060,278743,431538,1803,508,Inyo
37.17887,-118.30699,"105 Pine Rd, Big Pine",9060,373438,431538,686,-609,Inyo
37.17887,-118.30673,"107 Pine Rd, Big Pine",9060,256140,431538,2070,775,Inyo
37.17887,-118.30647,"109 Pine Rd, Big Pine",9060,146401,431538,3365,2070,Inyo
37.17887,-118.30621,"111 Pine Rd, Big Pine",9060,187065,431538,2885,1590,Inyo
37.17887,-118.30595,"113 Pine Rd, Big Pine",9060,268047,431538,1929,635,Inyo
37.17887,-118.30569,"115 Pine Rd, Big Pine",9060,129600,431538,3563,2268,Inyo
37.17887,-118.30544,"117 Pine Rd, Big Pine",9060,149614,431538,3327,2032,Inyo
37.17881,-118.30509,"119 Pine Rd, Big Pine",14822,342373,431538,1052,-242,Inyo
37.17857,-118.30465,"121 Pine Rd, Big Pine",20618,552780,552780,0,-1658,Inyo
37.17934,-118.30495,"122 Pine Rd, Big Pine",8742,415330,431538,191,-1103,Inyo
37.17935,-118.30519,"120 Pine Rd, Big Pine",9600,335654,431538,1131,-163,Inyo
37.17936,-118.30545,"118 Pine Rd, Big Pine",9060,154210,431538,3272,1978,Inyo
37.17936,-118.30571,"116 Pine Rd, Big Pine",9060,462222,462222,0,-1387,Inyo
37.17936,-118.30597,"114 Pine Rd, Big Pine",9060,145841,431538,3371,2077,Inyo
37.17936,-118.30623,"112 Pine Rd, Big Pine",9060,97310,431538,3944,2649,Inyo
37.17937,-118.30649,"110 Pine Rd, Big Pine",9060,195934,431538,2780,1486,Inyo
37.17937,-118.30675,"108 Pine Rd, Big Pine",9060,480753,480753,0,-1442,Inyo
37.17937,-118.30701,"106 Pine Rd, Big Pine",9060,185635,431538,2902,1607,Inyo
37.17937,-118.30727,"104 Pine Rd, Big Pine",9060,181809,431538,2947,1652,Inyo
37.17937,-118.30753,"102 Pine Rd, Big Pine",9012,407159,431538,288,-1007,Inyo
37.1797,-118.30753,"101 Juniper Rd, Big Pine",9012,441628,441628,0,-1325,Inyo
37.1797,-118.30727,"103 Juniper Rd, Big Pine",9060,230594,431538,2371,1077,Inyo
37.1797,-118.30701,"105 Juniper Rd, Big Pine",9060,288070,431538,1693,398,Inyo
37.1797,-118.30675,"107 Juniper Rd, Big Pine",9060,321849,431538,1294,0,Inyo
37.1797,-118.30649,"109 Juniper Rd, Big Pine",9060,455000,455000,0,-1365,Inyo
37.1797,-118.30623,"111 Juniper Rd, Big Pine",9060,309870,431538,1436,141,Inyo
37.17969,-118.30597,"113 Juniper Rd, Big Pine",9060,424480,431538,83,-1211,Inyo
37.17969,-118.30571,"115 Juniper Rd, Big Pine",9060,111791,431538,3773,2478,Inyo
37.17969,-118.30545,"117 Juniper Rd, Big Pine",9060,341343,431538,1064,-230,Inyo
37.17969,-118.30519,"119 Juniper Rd, Big Pine",9060,123760,431538,3632,2337,Inyo
37.17969,-118.30494,"121 Juniper Rd, Big Pine",6304,154307,431538,3271,1977,Inyo
37.18016,-118.30493,"122 Juniper Rd, Big Pine",8742,350198,431538,960,-335,Inyo
37.18018,-118.30519,"120 Juniper Rd, Big Pine",10570,255480,431538,2077,783,Inyo
37.18019,-118.30545,"118 Juniper Rd, Big Pine",10570,237267,431538,2292,998,Inyo
37.18019,-118.30571,"116 Juniper Rd, Big Pine",10570,313622,431538,1391,97,Inyo
37.18019,-118.30597,"114 Juniper Rd, Big Pine",10570,250648,431538,2134,840,Inyo
37.18019,-118.30623,"112 Juniper Rd, Big Pine",10570,375099,431538,666,-629,Inyo
37.18019,-118.30648,"110 Juniper Rd, Big Pine",10570,239263,431538,2269,974,Inyo
37.18019,-118.30674,"108 Juniper Rd, Big Pine",10570,226755,431538,2416,1122,Inyo
37.18019,-118.307,"106 Juniper Rd, Big Pine",10570,489600,489600,0,-1469,Inyo
37.18019,-118.30726,"104 Juniper Rd, Big Pine",10570,424482,431538,83,-1211,Inyo
37.1802,-118.30752,"102 Juniper Rd, Big Pine",10815,443700,443700,0,-1331,Inyo
37.17855,-118.30425,"123 Pine Rd, Big Pine",13267,252626,431538,2111,817,Inyo
37.17855,-118.30391,"125 Pine Rd, Big Pine",13252,490000,490000,0,-1470,Inyo
37.17823,-118.30392,"109 Elmcrest Dr, Big Pine",9724,120829,431538,3666,2372,Inyo
37.178,-118.30399,"107 Elmcrest Dr, Big Pine",11477,464068,464068,0,-1392,Inyo
37.1778,-118.30331,"104 Elmcrest Dr, Big Pine",9011,416438,431538,178,-1116,Inyo
37.17801,-118.30333,"106 Elmcrest Dr, Big Pine",9240,206391,431538,2657,1362,Inyo
37.17822,-118.30333,"108 Elmcrest Dr, Big Pine",9240,471000,471000,0,-1413,Inyo
37.17843,-118.30333,"110 Elmcrest Dr, Big Pine",9240,195916,431538,2780,1486,Inyo
37.17865,-118.30333,"112 Elmcrest Dr, Big Pine",9240,209077,431538,2625,1330,Inyo
37.17886,-118.30333,"114 Elmcrest Dr, Big Pine",9240,289784,431538,1673,378,Inyo
37.17778,-118.30408,"105 Elmcrest Dr, Big Pine",15473,506035,506035,0,-1518,Inyo
37.17737,-118.30387,"101 Elmcrest Dr, Big Pine",87120,609302,609302,0,-1828,Inyo
37.12596,-118.39198,"4024 Glacier Lodge Rd, Big Pine Creek",37461,62938,431538,4349,3055,Inyo
37.12594,-118.39128,"Glacier Lodge Rd, Big Pine Creek",37461,146427,431538,3364,2070,Inyo
37.12463,-118.38815,"3004 Glacier Lodge Rd, Big Pine",166834,426564,431538,59,-1236,Inyo
37.12463,-118.3877,"2056 Glacier Lodge Rd, Big Pine Creek",166834,249550,431538,2147,853,Inyo
37.12464,-118.38701,"2010 Glacier Lodge Rd, Big Pine Creek",334105,295435,431538,1606,311,Inyo
37.12425,-118.38905,"3028 Glacier Lodge Rd, Big Pine Creek",135036,160399,431538,3199,1905,Inyo
37.12427,-118.3886,"3010 Glacier Lodge Rd, Big Pine Creek",131551,231448,431538,2361,1066,Inyo
37.12416,-118.38973,"3052 Glacier Lodge Rd, Big Pine Creek",241322,177562,431538,2997,1702,Inyo
37.12582,-118.38884,"3040 Glacier Lodge Rd, Big Pine Creek",41382,90554,431538,4024,2729,Inyo
37.17907,-118.30333,"116 Elmcrest Dr, Big Pine",9240,332045,431538,1174,-121,Inyo
37.17928,-118.30333,"118 Elmcrest Dr, Big Pine",9240,205594,431538,2666,1372,Inyo
37.17949,-118.30333,"120 Elmcrest Dr, Big Pine",9240,324956,431538,1258,-37,Inyo
37.1797,-118.30333,"122 Elmcrest Dr, Big Pine",9240,311286,431538,1419,124,Inyo
37.17991,-118.30333,"124 Elmcrest Dr, Big Pine",9240,362068,431538,820,-475,Inyo
37.18013,-118.30333,"126 Elmcrest Dr, Big Pine",9240,114438,431538,3742,2447,Inyo
37.18034,-118.30333,"128 Elmcrest Dr, Big Pine",9240,413870,431538,208,-1086,Inyo
37.18055,-118.30333,"130 Elmcrest Dr, Big Pine",9240,112740,431538,3762,2467,Inyo
37.18076,-118.30333,"132 Elmcrest Dr, Big Pine",9240,277709,431538,1815,521,Inyo
37.18097,-118.30333,"134 Elmcrest Dr, Big Pine",9240,480000,480000,0,-1440,Inyo
37.18118,-118.30333,"136 Elmcrest Dr, Big Pine",9240,220235,431538,2493,1199,Inyo
37.1814,-118.30333,"138 Elmcrest Dr, Big Pine",9240,319617,431538,1321,26,Inyo
37.18151,-118.30395,"139 Elmcrest Dr, Big Pine",9120,284040,431538,1740,446,Inyo
37.18088,-118.30395,"133 Elmcrest Dr, Big Pine",9120,583663,583663,0,-1751,Inyo
37.18046,-118.30395,"129 Elmcrest Dr, Big Pine",9120,403258,431538,334,-961,Inyo
37.18025,-118.30394,"127 Elmcrest Dr, Big Pine",9147,390427,431538,485,-810,Inyo
37.18004,-118.30394,"125 Elmcrest Dr, Big Pine",9120,413870,431538,208,-1086,Inyo
37.17984,-118.30394,"123 Elmcrest Dr, Big Pine",9120,185176,431538,2907,1612,Inyo
37.17963,-118.30394,"121 Elmcrest Dr, Big Pine",9120,387482,431538,520,-775,Inyo
37.17942,-118.30394,"119 Elmcrest Dr, Big Pine",9120,256221,431538,2069,774,Inyo
37.17921,-118.30394,"117 Elmcrest Dr, Big Pine",9120,312586,431538,1404,109,Inyo
37.179,-118.30394,"115 Elmcrest Dr, Big Pine",9072,362111,431538,819,-475,Inyo
37.17901,-118.30442,"116 Mountain Dr, Big Pine",12054,306330,431538,1477,183,Inyo
37.17921,-118.3044,"118 Mountain Dr, Big Pine",10907,195535,431538,2785,1490,Inyo
37.17942,-118.30438,"120 Mountain Dr, Big Pine",10090,362932,431538,810,-485,Inyo
37.17963,-118.30437,"122 Mountain Dr, Big Pine",9925,440624,440624,0,-1322,Inyo
37.18109,-118.30437,"136 Mountain Dr, Big Pine",9618,362234,431538,818,-477,Inyo
37.18151,-118.30437,"140 Mountain Dr, Big Pine",9530,316192,431538,1361,66,Inyo
37.1805,-118.30495,"131 Mountain Dr, Big Pine",12502,424482,431538,83,-1211,Inyo
37.17994,-118.30437,"124 Mountain Dr, Big Pine",19719,472193,472193,0,-1417,Inyo
37.18031,-118.30437,"128 Mountain Dr, Big Pine",14669,335945,431538,1128,-167,Inyo
37.18062,-118.30437,"132 Mountain Dr, Big Pine",14581,422698,431538,104,-1190,Inyo
37.18161,-118.30333,"140 Elmcrest Dr, Big Pine",9240,434936,434936,0,-1305,Inyo
37.18182,-118.30333,"142 Elmcrest Dr, Big Pine",9240,162022,431538,3180,1886,Inyo
37.18203,-118.30333,"144 Elmcrest Dr, Big Pine",9240,262167,431538,1999,704,Inyo
37.18227,-118.30331,"146 Elmcrest Dr, Big Pine",11940,453313,453313,0,-1360,Inyo
37.18213,-118.30395,"145 Elmcrest Dr, Big Pine",9072,484072,484072,0,-1452,Inyo
37.18172,-118.30437,"142 Mountain Dr, Big Pine",9486,504594,504594,0,-1514,Inyo
37.18214,-118.30437,"146 Mountain Dr, Big Pine",9351,224237,431538,2446,1152,Inyo
37.06609,-118.26776,"941 Birch Creek Rd, Birch Creek/Tinnemaha",217800,955086,955086,0,-2865,Inyo
37.06809,-118.26391,"800 Birch Creek Rd, Birch Creek/Tinnemaha",218235,363990,363990,0,-1092,Inyo
37.06814,-118.26984,"1307 Birch Creek Rd, Birch Creek/Tinnemaha",214750,568910,568910,0,-1707,Inyo
37.06807,-118.26601,"850 Birch Creek Rd, Birch Creek/Tinnemaha",395960,458173,458173,0,-1375,Inyo
37.06823,-118.26808,"1247 Birch Creek Rd, Birch Creek/Tinnemaha",218671,486703,486703,0,-1460,Inyo
37.1822,-118.30687,"8 Julie Ann Ln, Big Pine",6969,359636,431538,848,-446,Inyo
37.18081,-118.30611,"26 Bette Lou Ln, Big Pine",7405,221871,431538,2474,1179,Inyo
37.18068,-118.30585,"43 Carmelea Ln, Big Pine",7405,251476,431538,2125,830,Inyo
37.18238,-118.30471,"100 Carmelea Ln, Big Pine",77972,192159,431538,2825,1530,Inyo
37.18273,-118.30568,"63 Olivia Ln, Big Pine",7405,428400,431538,37,-1258,Inyo
37.18284,-118.3068,"74 Olivia Ln, Big Pine",7405,396572,431538,413,-882,Inyo
37.18317,-118.30615,"78 Myrtle Ln, Big Pine",7405,326007,431538,1245,-49,Inyo
37.18421,-118.30483,"111 Olivia Ln, Big Pine",8276,219021,431538,2508,1213,Inyo
37.18306,-118.30329,"120 Olivia Ln, Big Pine",7405,460032,460032,0,-1380,Inyo
37.18333,-118.30441,"135 Carmelea Ln, Big Pine",9147,300553,431538,1546,251,Inyo
37.18281,-118.30512,"140 Carmelea Ln, Big Pine",7405,445000,445000,0,-1335,Inyo
37.18265,-118.30526,"141 Carmelea Ln, Big Pine",7405,324838,431538,1259,-36,Inyo
36.83732,-118.22326,"249 Schabbell Ln, Independence",43560,172242,316130,1698,749,Inyo
36.83445,-118.22232,"107 Schabbell Ln, Independence",40877,306723,316130,111,-837,Inyo
36.83376,-118.22232,"101 Schabbell Ln, Fort Independence",40877,307208,316130,105,-843,Inyo
36.83388,-118.21783,"259 E Oak Creek Rd, Fort Independence",54014,267454,316130,574,-374,Inyo
